Var1,Var2
HMR_1870,Bile acid recycling
HMR_1872,Bile acid recycling
HMR_1874,Bile acid recycling
HMR_1895,Transport reactions
HMR_1896,Bile acid recycling
HMR_1897,Transport reactions
HMR_1911,Transport reactions
HMR_1914,Transport reactions
HMR_1916,Transport reactions
HMR_1917,Transport reactions
HMR_1919,Transport reactions
HMR_1920,Steroid metabolism
HMR_1924,Steroid metabolism
HMR_1927,Steroid metabolism
HMR_1936,Transport reactions
HMR_1944,Androgen metabolism
HMR_1952,Androgen metabolism
HMR_1953,Androgen metabolism
HMR_1959,Androgen metabolism
HMR_1960,Androgen metabolism
HMR_1962,Androgen metabolism
HMR_1963,Androgen metabolism
HMR_1969,Androgen metabolism
HMR_1973,Androgen metabolism
HMR_1974,Androgen metabolism
HMR_1976,Androgen metabolism
HMR_1977,Androgen metabolism
HMR_1985,Glucocorticoid biosynthesis
HMR_1987,Glucocorticoid biosynthesis
HMR_1997,Transport reactions
HMR_1998,Transport reactions
HMR_1999,Glucocorticoid biosynthesis
HMR_2000,Glucocorticoid biosynthesis
HMR_2001,Glucocorticoid biosynthesis
HMR_2002,Steroid metabolism
HMR_2003,Steroid metabolism
HMR_2014,Androgen metabolism
HMR_2015,Androgen metabolism
HMR_2016,Androgen metabolism
HMR_2017,Androgen metabolism
HMR_2018,Androgen metabolism
HMR_2019,Androgen metabolism
HMR_2020,Androgen metabolism
HMR_2025,Androgen metabolism
HMR_2029,Estrogen metabolism
HMR_2030,Estrogen metabolism
HMR_2031,Estrogen metabolism
HMR_2032,Estrogen metabolism
HMR_2033,Estrogen metabolism
HMR_2034,Estrogen metabolism
HMR_2036,Estrogen metabolism
HMR_2037,Estrogen metabolism
HMR_2038,Estrogen metabolism
HMR_2041,Steroid metabolism
HMR_2042,Estrogen metabolism
HMR_2043,Estrogen metabolism
HMR_2044,Estrogen metabolism
HMR_2045,Estrogen metabolism
HMR_2048,Estrogen metabolism
HMR_2052,Estrogen metabolism
HMR_2053,Estrogen metabolism
HMR_2054,Estrogen metabolism
HMR_2058,Estrogen metabolism
HMR_2059,Estrogen metabolism
HMR_2060,Estrogen metabolism
HMR_2061,Estrogen metabolism
HMR_2063,Estrogen metabolism
HMR_2068,Estrogen metabolism
HMR_2069,Estrogen metabolism
HMR_2070,Estrogen metabolism
HMR_2071,Estrogen metabolism
HMR_2072,Estrogen metabolism
HMR_2073,Estrogen metabolism
HMR_2074,Estrogen metabolism
HMR_2075,Estrogen metabolism
HMR_2076,Estrogen metabolism
HMR_2078,Estrogen metabolism
HMR_2083,Estrogen metabolism
HMR_2084,Estrogen metabolism
HMR_2085,Estrogen metabolism
HMR_2086,Estrogen metabolism
HMR_2088,Estrogen metabolism
HMR_2089,Estrogen metabolism
HMR_2095,Estrogen metabolism
HMR_2096,Estrogen metabolism
HMR_2097,Estrogen metabolism
HMR_2098,Estrogen metabolism
HMR_2099,Estrogen metabolism
HMR_2100,Estrogen metabolism
HMR_2106,Estrogen metabolism
HMR_2107,Estrogen metabolism
HMR_2108,Estrogen metabolism
HMR_2109,Estrogen metabolism
HMR_2110,Estrogen metabolism
HMR_2111,Estrogen metabolism
HMR_2112,Estrogen metabolism
HMR_2113,Estrogen metabolism
HMR_2114,Vitamin D metabolism
HMR_2115,Vitamin D metabolism
HMR_2116,Transport reactions
HMR_2117,Vitamin D metabolism
HMR_2118,Vitamin D metabolism
HMR_2129,Vitamin D metabolism
HMR_2130,Vitamin D metabolism
HMR_2131,Vitamin D metabolism
HMR_2132,Vitamin D metabolism
HMR_2133,Vitamin D metabolism
HMR_2134,Vitamin D metabolism
HMR_2135,Vitamin D metabolism
HMR_2136,Vitamin D metabolism
HMR_2137,Vitamin D metabolism
HMR_2139,Vitamin D metabolism
HMR_2141,Transport reactions
HMR_2142,Vitamin D metabolism
HMR_2143,Vitamin D metabolism
HMR_2144,Vitamin D metabolism
HMR_2145,Vitamin D metabolism
HMR_2150,Fatty acid biosynthesis
HMR_2151,Fatty acid biosynthesis
HMR_2152,Fatty acid biosynthesis (even-chain)
HMR_2153,Fatty acid biosynthesis (even-chain)
HMR_2154,Fatty acid biosynthesis (even-chain)
HMR_2155,Fatty acid biosynthesis (even-chain)
HMR_2156,Fatty acid biosynthesis (even-chain)
HMR_2157,Fatty acid biosynthesis (even-chain)
HMR_2158,Fatty acid biosynthesis (even-chain)
HMR_2159,Fatty acid biosynthesis (even-chain)
HMR_2160,Fatty acid biosynthesis (even-chain)
HMR_2161,Fatty acid biosynthesis (even-chain)
HMR_2162,Fatty acid biosynthesis (even-chain)
HMR_2163,Fatty acid biosynthesis (even-chain)
HMR_2164,Fatty acid biosynthesis (even-chain)
HMR_2165,Fatty acid biosynthesis (even-chain)
HMR_2166,Fatty acid biosynthesis (even-chain)
HMR_2167,Fatty acid biosynthesis (even-chain)
HMR_2168,Fatty acid biosynthesis (even-chain)
HMR_2169,Fatty acid biosynthesis (even-chain)
HMR_2170,Fatty acid biosynthesis (even-chain)
HMR_2171,Fatty acid biosynthesis (even-chain)
HMR_2172,Fatty acid biosynthesis
HMR_2173,Fatty acid biosynthesis (even-chain)
HMR_2174,Fatty acid biosynthesis (even-chain)
HMR_2175,Fatty acid biosynthesis (even-chain)
HMR_2176,Fatty acid biosynthesis (even-chain)
HMR_2177,Fatty acid biosynthesis
HMR_2178,Fatty acid biosynthesis (even-chain)
HMR_2179,Fatty acid biosynthesis (even-chain)
HMR_2180,Fatty acid biosynthesis (even-chain)
HMR_2181,Fatty acid biosynthesis (even-chain)
HMR_2182,Fatty acid biosynthesis
HMR_2190,Fatty acid elongation (even-chain)
HMR_2191,Fatty acid elongation (even-chain)
HMR_2193,Fatty acid elongation (even-chain)
HMR_2194,Fatty acid elongation (even-chain)
HMR_2201,Fatty acid elongation (even-chain)
HMR_2202,Fatty acid elongation (even-chain)
HMR_2203,Fatty acid elongation (even-chain)
HMR_2204,Fatty acid elongation (even-chain)
HMR_2205,Fatty acid elongation (even-chain)
HMR_2208,Fatty acid elongation (even-chain)
HMR_2209,Fatty acid elongation (even-chain)
HMR_2210,Fatty acid elongation (even-chain)
HMR_2211,Fatty acid elongation (even-chain)
HMR_2212,Fatty acid elongation (even-chain)
HMR_2213,Fatty acid elongation (even-chain)
HMR_2214,Fatty acid elongation (even-chain)
HMR_2215,Fatty acid elongation (even-chain)
HMR_2217,Fatty acid elongation (even-chain)
HMR_2218,Fatty acid elongation (even-chain)
HMR_2219,Fatty acid elongation (even-chain)
HMR_2227,Fatty acid biosynthesis (odd-chain)
HMR_2228,Fatty acid biosynthesis (odd-chain)
HMR_2229,Fatty acid biosynthesis (odd-chain)
HMR_2230,Fatty acid biosynthesis (odd-chain)
HMR_2231,Fatty acid biosynthesis (odd-chain)
HMR_2232,Fatty acid biosynthesis (odd-chain)
HMR_2233,Fatty acid biosynthesis (odd-chain)
HMR_2234,Fatty acid biosynthesis (odd-chain)
HMR_2235,Fatty acid biosynthesis (odd-chain)
HMR_2236,Fatty acid biosynthesis (odd-chain)
HMR_2237,Fatty acid biosynthesis (odd-chain)
HMR_2238,Fatty acid biosynthesis (odd-chain)
HMR_2239,Fatty acid biosynthesis (odd-chain)
HMR_2240,Fatty acid biosynthesis (odd-chain)
HMR_2241,Fatty acid biosynthesis (odd-chain)
HMR_2242,Fatty acid biosynthesis (odd-chain)
HMR_2243,Fatty acid biosynthesis (odd-chain)
HMR_2244,Fatty acid biosynthesis (odd-chain)
HMR_2245,Fatty acid biosynthesis (odd-chain)
HMR_2246,Fatty acid biosynthesis (odd-chain)
HMR_2247,Fatty acid biosynthesis (odd-chain)
HMR_2248,Fatty acid biosynthesis
HMR_2249,Fatty acid biosynthesis (odd-chain)
HMR_2250,Fatty acid biosynthesis (odd-chain)
HMR_2251,Fatty acid biosynthesis (odd-chain)
HMR_2252,Fatty acid biosynthesis (odd-chain)
HMR_2253,Fatty acid biosynthesis
HMR_2254,Fatty acid biosynthesis (odd-chain)
HMR_2255,Fatty acid biosynthesis (odd-chain)
HMR_2256,Fatty acid biosynthesis (odd-chain)
HMR_2257,Fatty acid biosynthesis (odd-chain)
HMR_2258,Fatty acid biosynthesis
HMR_2259,Fatty acid elongation (odd-chain)
HMR_2260,Fatty acid elongation (odd-chain)
HMR_2261,Fatty acid elongation (odd-chain)
HMR_2262,Fatty acid elongation (odd-chain)
HMR_2263,Fatty acid elongation (odd-chain)
HMR_2264,Fatty acid elongation (odd-chain)
HMR_2265,Fatty acid elongation (odd-chain)
HMR_2266,Fatty acid elongation (odd-chain)
HMR_2267,Fatty acid elongation (odd-chain)
HMR_2268,Fatty acid elongation (odd-chain)
HMR_2269,Fatty acid elongation (odd-chain)
HMR_2270,Fatty acid elongation (odd-chain)
HMR_2281,Fatty acid desaturation (even-chain)
HMR_2282,Fatty acid desaturation (even-chain)
HMR_2284,Fatty acid desaturation (even-chain)
HMR_2286,Fatty acid desaturation (even-chain)
HMR_2287,Fatty acid desaturation (even-chain)
HMR_2288,Fatty acid desaturation (odd-chain)
HMR_2289,Fatty acid desaturation (odd-chain)
HMR_2292,Fatty acid desaturation (even-chain)
HMR_2293,Fatty acid desaturation (even-chain)
HMR_2294,Fatty acid desaturation (even-chain)
HMR_2295,Fatty acid desaturation (even-chain)
HMR_2296,Fatty acid desaturation (even-chain)
HMR_2305,Fatty acid biosynthesis (unsaturated)
HMR_2307,Fatty acid biosynthesis (unsaturated)
HMR_2309,Fatty acid biosynthesis (unsaturated)
HMR_2311,Fatty acid biosynthesis (unsaturated)
HMR_2315,Fatty acid biosynthesis (unsaturated)
HMR_2317,Fatty acid biosynthesis (unsaturated)
HMR_2319,Fatty acid biosynthesis (unsaturated)
HMR_2321,Fatty acid biosynthesis (unsaturated)
HMR_2324,Fatty acid biosynthesis (unsaturated)
HMR_2326,Fatty acid biosynthesis (unsaturated)
HMR_2328,Fatty acid biosynthesis (unsaturated)
HMR_2330,Fatty acid biosynthesis (unsaturated)
HMR_2332,Fatty acid biosynthesis (unsaturated)
HMR_2334,Fatty acid biosynthesis (unsaturated)
HMR_2336,Fatty acid biosynthesis (unsaturated)
HMR_2338,Fatty acid biosynthesis (unsaturated)
HMR_2342,Fatty acid biosynthesis (unsaturated)
HMR_2343,Fatty acid biosynthesis (unsaturated)
HMR_2344,Fatty acid biosynthesis (unsaturated)
HMR_2345,Fatty acid biosynthesis (unsaturated)
HMR_2347,Fatty acid biosynthesis (unsaturated)
HMR_2348,Fatty acid biosynthesis (unsaturated)
HMR_2349,Fatty acid biosynthesis (unsaturated)
HMR_2350,Fatty acid biosynthesis (unsaturated)
HMR_2353,Fatty acid biosynthesis (unsaturated)
HMR_2354,Fatty acid biosynthesis (unsaturated)
HMR_2355,Fatty acid biosynthesis (unsaturated)
HMR_2356,Fatty acid biosynthesis (unsaturated)
HMR_2359,Fatty acid desaturation (even-chain)
HMR_2361,Fatty acid biosynthesis (unsaturated)
HMR_2362,Fatty acid biosynthesis (unsaturated)
HMR_2363,Fatty acid biosynthesis (unsaturated)
HMR_2364,Fatty acid biosynthesis (unsaturated)
HMR_2365,Fatty acid desaturation (even-chain)
HMR_2368,Omega-6 fatty acid metabolism
HMR_2371,Omega-6 fatty acid metabolism
HMR_2374,Omega-6 fatty acid metabolism
HMR_2376,Omega-6 fatty acid metabolism
HMR_2378,Omega-6 fatty acid metabolism
HMR_2380,Omega-6 fatty acid metabolism
HMR_2383,Omega-6 fatty acid metabolism
HMR_2387,Omega-6 fatty acid metabolism
HMR_2389,Omega-6 fatty acid metabolism
HMR_2395,Omega-6 fatty acid metabolism
HMR_2397,Omega-6 fatty acid metabolism
HMR_2399,Omega-6 fatty acid metabolism
HMR_2401,Omega-6 fatty acid metabolism
HMR_2403,Omega-6 fatty acid metabolism
HMR_2407,Transport reactions
HMR_2408,Omega-6 fatty acid metabolism
HMR_2409,Omega-6 fatty acid metabolism
HMR_2410,Omega-6 fatty acid metabolism
HMR_2411,Omega-6 fatty acid metabolism
HMR_2412,Transport reactions
HMR_2415,Omega-6 fatty acid metabolism
HMR_2417,Omega-6 fatty acid metabolism
HMR_2419,Omega-6 fatty acid metabolism
HMR_2421,Omega-6 fatty acid metabolism
HMR_2423,Omega-6 fatty acid metabolism
HMR_2426,Omega-6 fatty acid metabolism
HMR_2428,Omega-6 fatty acid metabolism
HMR_2430,Omega-6 fatty acid metabolism
HMR_2433,Omega-6 fatty acid metabolism
HMR_2434,Omega-6 fatty acid metabolism
HMR_2435,Omega-6 fatty acid metabolism
HMR_2436,Omega-6 fatty acid metabolism
HMR_2440,Linoleate metabolism
HMR_2441,Linoleate metabolism
HMR_2455,Linoleate metabolism
HMR_2456,Linoleate metabolism
HMR_2457,Linoleate metabolism
HMR_2458,Linoleate metabolism
HMR_2459,Linoleate metabolism
HMR_2460,Linoleate metabolism
HMR_2463,Linoleate metabolism
HMR_2464,Linoleate metabolism
HMR_2465,Linoleate metabolism
HMR_2466,Linoleate metabolism
HMR_2467,Linoleate metabolism
HMR_2468,Linoleate metabolism
HMR_2469,Linoleate metabolism
HMR_2470,Linoleate metabolism
HMR_2472,Omega-3 fatty acid metabolism
HMR_2475,Omega-3 fatty acid metabolism
HMR_2478,Omega-3 fatty acid metabolism
HMR_2480,Omega-3 fatty acid metabolism
HMR_2482,Omega-3 fatty acid metabolism
HMR_2484,Omega-3 fatty acid metabolism
HMR_2486,Omega-3 fatty acid metabolism
HMR_2489,Omega-3 fatty acid metabolism
HMR_2491,Omega-3 fatty acid metabolism
HMR_2493,Omega-3 fatty acid metabolism
HMR_2497,Omega-3 fatty acid metabolism
HMR_2499,Omega-3 fatty acid metabolism
HMR_2501,Omega-3 fatty acid metabolism
HMR_2503,Omega-3 fatty acid metabolism
HMR_2505,Omega-3 fatty acid metabolism
HMR_2509,Transport reactions
HMR_2510,Omega-3 fatty acid metabolism
HMR_2511,Omega-3 fatty acid metabolism
HMR_2512,Omega-3 fatty acid metabolism
HMR_2513,Omega-3 fatty acid metabolism
HMR_2515,Omega-3 fatty acid metabolism
HMR_2516,Omega-3 fatty acid metabolism
HMR_2518,Omega-3 fatty acid metabolism
HMR_2520,Omega-3 fatty acid metabolism
HMR_2522,Omega-3 fatty acid metabolism
HMR_2524,Omega-3 fatty acid metabolism
HMR_2526,Omega-3 fatty acid metabolism
HMR_2528,Omega-3 fatty acid metabolism
HMR_2530,Omega-3 fatty acid metabolism
HMR_2533,Omega-3 fatty acid metabolism
HMR_2535,Omega-3 fatty acid metabolism
HMR_2537,Omega-3 fatty acid metabolism
HMR_2540,Omega-3 fatty acid metabolism
HMR_2541,Omega-3 fatty acid metabolism
HMR_2542,Omega-3 fatty acid metabolism
HMR_2543,Omega-3 fatty acid metabolism
HMR_2544,Omega-3 fatty acid metabolism
HMR_2545,Omega-3 fatty acid metabolism
HMR_2546,Omega-3 fatty acid metabolism
HMR_2548,Omega-3 fatty acid metabolism
HMR_2549,Omega-3 fatty acid metabolism
HMR_2551,Omega-3 fatty acid metabolism
HMR_2553,Omega-3 fatty acid metabolism
HMR_2554,Transport reactions
HMR_2555,Omega-3 fatty acid metabolism
HMR_2556,Omega-3 fatty acid metabolism
HMR_2557,Omega-3 fatty acid metabolism
HMR_2560,Omega-3 fatty acid metabolism
HMR_2561,Omega-3 fatty acid metabolism
HMR_2562,Omega-3 fatty acid metabolism
HMR_2563,Omega-3 fatty acid metabolism
HMR_2564,Transport reactions
HMR_2565,Omega-3 fatty acid metabolism
HMR_2566,Omega-3 fatty acid metabolism
HMR_2567,Omega-3 fatty acid metabolism
HMR_2568,Omega-3 fatty acid metabolism
HMR_2570,Omega-3 fatty acid metabolism
HMR_2571,Omega-3 fatty acid metabolism
HMR_2572,Omega-3 fatty acid metabolism
HMR_2573,Omega-3 fatty acid metabolism
HMR_2574,Omega-3 fatty acid metabolism
HMR_2575,Transport reactions
HMR_2576,Omega-3 fatty acid metabolism
HMR_2577,Omega-3 fatty acid metabolism
HMR_2578,Omega-3 fatty acid metabolism
HMR_2579,Omega-3 fatty acid metabolism
HMR_2580,Omega-3 fatty acid metabolism
HMR_2581,Omega-3 fatty acid metabolism
HMR_2582,Omega-3 fatty acid metabolism
HMR_2583,Omega-3 fatty acid metabolism
HMR_2584,Omega-3 fatty acid metabolism
HMR_2585,Transport reactions
HMR_2586,Omega-3 fatty acid metabolism
HMR_2588,Omega-3 fatty acid metabolism
HMR_2590,Transport reactions
HMR_2591,Carnitine shuttle (cytosolic)
HMR_2592,Carnitine shuttle (mitochondrial)
HMR_2593,Carnitine shuttle (mitochondrial)
HMR_2594,Carnitine shuttle (cytosolic)
HMR_2596,Carnitine shuttle (mitochondrial)
HMR_2598,Carnitine shuttle (mitochondrial)
HMR_2599,Carnitine shuttle (cytosolic)
HMR_2600,Carnitine shuttle (mitochondrial)
HMR_2601,Carnitine shuttle (mitochondrial)
HMR_2602,Carnitine shuttle (cytosolic)
HMR_2603,Carnitine shuttle (mitochondrial)
HMR_2604,Carnitine shuttle (mitochondrial)
HMR_2605,Carnitine shuttle (cytosolic)
HMR_2606,Carnitine shuttle (mitochondrial)
HMR_2607,Carnitine shuttle (mitochondrial)
HMR_2608,Carnitine shuttle (cytosolic)
HMR_2609,Carnitine shuttle (mitochondrial)
HMR_2610,Carnitine shuttle (mitochondrial)
HMR_2611,Carnitine shuttle (cytosolic)
HMR_2612,Carnitine shuttle (mitochondrial)
HMR_2613,Carnitine shuttle (mitochondrial)
HMR_2614,Carnitine shuttle (cytosolic)
HMR_2616,Carnitine shuttle (mitochondrial)
HMR_2618,Carnitine shuttle (mitochondrial)
HMR_2620,Carnitine shuttle (cytosolic)
HMR_2621,Carnitine shuttle (mitochondrial)
HMR_2622,Carnitine shuttle (mitochondrial)
HMR_2623,Carnitine shuttle (cytosolic)
HMR_2624,Carnitine shuttle (mitochondrial)
HMR_2625,Carnitine shuttle (mitochondrial)
HMR_2626,Carnitine shuttle (cytosolic)
HMR_2629,Carnitine shuttle (mitochondrial)
HMR_2630,Carnitine shuttle (mitochondrial)
HMR_2633,Carnitine shuttle (cytosolic)
HMR_2634,Carnitine shuttle (mitochondrial)
HMR_2635,Carnitine shuttle (mitochondrial)
HMR_2636,Carnitine shuttle (cytosolic)
HMR_2638,Carnitine shuttle (mitochondrial)
HMR_2640,Carnitine shuttle (mitochondrial)
HMR_2642,Carnitine shuttle (cytosolic)
HMR_2644,Carnitine shuttle (mitochondrial)
HMR_2646,Carnitine shuttle (mitochondrial)
HMR_2648,Carnitine shuttle (cytosolic)
HMR_2649,Carnitine shuttle (mitochondrial)
HMR_2650,Carnitine shuttle (mitochondrial)
HMR_2651,Carnitine shuttle (cytosolic)
HMR_2652,Carnitine shuttle (mitochondrial)
HMR_2653,Carnitine shuttle (mitochondrial)
HMR_2654,Carnitine shuttle (cytosolic)
HMR_2655,Carnitine shuttle (mitochondrial)
HMR_2656,Carnitine shuttle (mitochondrial)
HMR_2657,Carnitine shuttle (cytosolic)
HMR_2658,Carnitine shuttle (mitochondrial)
HMR_2659,Carnitine shuttle (mitochondrial)
HMR_2660,Carnitine shuttle (cytosolic)
HMR_2661,Carnitine shuttle (mitochondrial)
HMR_2662,Carnitine shuttle (mitochondrial)
HMR_2663,Carnitine shuttle (cytosolic)
HMR_2664,Carnitine shuttle (mitochondrial)
HMR_2665,Carnitine shuttle (mitochondrial)
HMR_2666,Carnitine shuttle (cytosolic)
HMR_2667,Carnitine shuttle (mitochondrial)
HMR_2668,Carnitine shuttle (mitochondrial)
HMR_2669,Carnitine shuttle (cytosolic)
HMR_2670,Carnitine shuttle (mitochondrial)
HMR_2671,Carnitine shuttle (mitochondrial)
HMR_2672,Carnitine shuttle (cytosolic)
HMR_2673,Carnitine shuttle (mitochondrial)
HMR_2674,Carnitine shuttle (mitochondrial)
HMR_2675,Carnitine shuttle (cytosolic)
HMR_2676,Carnitine shuttle (mitochondrial)
HMR_2677,Carnitine shuttle (mitochondrial)
HMR_2678,Carnitine shuttle (cytosolic)
HMR_2679,Carnitine shuttle (mitochondrial)
HMR_2680,Carnitine shuttle (mitochondrial)
HMR_2681,Carnitine shuttle (cytosolic)
HMR_2682,Carnitine shuttle (mitochondrial)
HMR_2683,Carnitine shuttle (mitochondrial)
HMR_2684,Carnitine shuttle (cytosolic)
HMR_2685,Carnitine shuttle (mitochondrial)
HMR_2686,Carnitine shuttle (mitochondrial)
HMR_2687,Carnitine shuttle (cytosolic)
HMR_2688,Carnitine shuttle (mitochondrial)
HMR_2689,Carnitine shuttle (mitochondrial)
HMR_2690,Carnitine shuttle (cytosolic)
HMR_2691,Carnitine shuttle (mitochondrial)
HMR_2692,Carnitine shuttle (mitochondrial)
HMR_2693,Carnitine shuttle (cytosolic)
HMR_2695,Carnitine shuttle (mitochondrial)
HMR_2697,Carnitine shuttle (mitochondrial)
HMR_2699,Carnitine shuttle (cytosolic)
HMR_2700,Carnitine shuttle (mitochondrial)
HMR_2701,Carnitine shuttle (mitochondrial)
